,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Issuance type,Flickr URL,Shelfmarks
388,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000157921,British Library HMNTS 012624.ee.12.
389,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158052,British Library HMNTS 10028.e.10.
390,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158107,British Library HMNTS 09315.e.56.
391,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158296,British Library HMNTS 10470.f.18.
393,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158403,British Library HMNTS 11781.ee.26.
394,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158408,British Library HMNTS 11645.g.24.
396,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158480,British Library HMNTS 010352.aaa.23.
397,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158712,British Library HMNTS 1131.g.30.
398,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158754,British Library HMNTS 10106.ee.9.
399,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158952,British Library HMNTS 010358.f.45.
400,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000159267,British Library HMNTS 11652.k.10.
401,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000159421,British Library HMNTS 10026.f.7.
402,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000159457,British Library HMNTS 11644.h.9.
403,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000159509,British Library HMNTS 11645.ff.30.(4.)
404,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000159541,British Library HMNTS 010077.e.98.
405,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000159595,British Library HMNTS 12636.l.4.
406,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000159623,British Library HMNTS 797.h.31.
407,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000159628,British Library HMNTS 10097.ccc.16.
408,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000159640,British Library HMNTS 10024.e.21.
409,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000160715,British Library HMNTS 11781.e.38.(10.)
410,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000161013,British Library HMNTS 9004.g.24.
412,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000162141,British Library HMNTS 10260.h.2.
413,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000162530,British Library HMNTS 11781.g.6.(4.)
414,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000163880,British Library HMNTS 10409.bb.24.
415,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000163920,British Library HMNTS 12270.s.1.
416,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000163984,British Library HMNTS 12271.k.6.
417,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000164442,British Library HMNTS 722.i.16.
418,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000164730,British Library HMNTS 10352.l.13.
419,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000164916,British Library HMNTS 10056.ff.13.|British Library OC T 41576
420,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000165752,British Library HMNTS 10230.e.5.
422,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000166111,British Library HMNTS 9304.g.16.
424,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000167719,British Library HMNTS 10006.df.19.
425,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000168032,British Library HMNTS 010271.ee.13.
426,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000168576,British Library HMNTS 12271.f.7.
427,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000168700,British Library HMNTS 10412.ee.16.
428,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000168960,British Library HMNTS 9475.cc.30.
429,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000169633,British Library HMNTS 9225.h.33.
430,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000170138,British Library HMNTS 10058.df.1.|British Library OC T 35799
431,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000170506,British Library HMNTS 010358.g.38.
433,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000170591,British Library HMNTS 010057.i.36.|British Library OC V 6608
434,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000171846,British Library HMNTS 10412.ff.19.
436,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000172765,British Library HMNTS 1312.b.15.
438,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000173477,British Library HMNTS 010351.h.7.|British Library HMNTS Maps1.c.10.|British Library HMNTS 10349.c.6.
439,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000173479,British Library HMNTS 10368.l.15.
440,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000173480,British Library HMNTS 10368.l.20.
441,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000173481,British Library HMNTS 10362.c.1.|British Library HMNTS 10353.e.10.
442,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000173485,British Library HMNTS 9075.c.1.
443,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000173648,British Library HMNTS 010095.ee.38.
445,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000175279,British Library HMNTS 012632.l.41.
446,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000175676,British Library HMNTS 10350.de.39.
448,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000176475,British Library HMNTS 12631.l.2.
450,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000176547,British Library HMNTS 10095.ee.29.
452,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000176753,British Library HMNTS 9603.f.13.
453,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000177320,British Library HMNTS 10271.ee.7.
454,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000178382,British Library HMNTS 010169.g.5.
455,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000178478,British Library HMNTS 10215.e.40.
456,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000178629,British Library HMNTS 10160.d.10.
457,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000178656,British Library HMNTS 10004.h.16.
458,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000179003,British Library HMNTS 9605.ff.15.
459,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000179539,British Library HMNTS 10358.ccc.33
461,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000180894,British Library HMNTS 010095.g.6.
462,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000181560,British Library HMNTS 600.f.4-7.
464,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000182354,British Library HMNTS 11781.d.23.(3.)
465,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000182518,British Library HMNTS 10358.e.4.
466,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000183574,British Library HMNTS 11651.l.3.
469,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000186311,British Library HMNTS 9220.eee.8.
470,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000186463,British Library HMNTS 791.i.9.
471,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000186464,British Library HMNTS 10106.df.15.
472,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000188382,British Library HMNTS 9772.eee.15.
474,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000189612,British Library HMNTS 1466.f.2.
475,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000190876,British Library HMNTS 642.h.28.(2.)
476,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000191190,British Library HMNTS 991.i.12.|British Library HMNTS 79.d.18.
478,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000191424,British Library HMNTS 10096.bbb.25.
480,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000192427,British Library HMNTS 11652.k.69.
481,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000192659,British Library HMNTS 11651.g.41.
482,Graduate,No,2083,3150.0,128.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000193941,British Library HMNTS 12631.n.3.
483,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000193942,British Library HMNTS 12640.g.8.
484,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000194186,British Library HMNTS 1047.g.2.
485,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000194380,British Library HMNTS 9225.bb.13.
486,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000194519,British Library HMNTS 1061.k.9.
487,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000194801,British Library HMNTS 9603.d.11.
488,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000194807,British Library HMNTS 1447.g.19.
489,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000194808,British Library HMNTS 1447.g.21.
492,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000198332,British Library HMNTS 10460.dd.8.
493,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000198441,British Library HMNTS 9435.e.8.
494,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000199549,British Library HMNTS 9435.dd.6.
495,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000199977,British Library HMNTS 11650.g.1.
496,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000201740,British Library HMNTS 10491.pp.3.
498,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000203579,British Library HMNTS 1061.g.87.
499,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000203888,British Library HMNTS 9604.cc.2.
500,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000207289,British Library HMNTS 09315.e.5.
501,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000207672,British Library HMNTS 11651.h.15.
502,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000209253,British Library HMNTS 9503.ee.19.
504,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000209364,British Library HMNTS 11612.c.24.
505,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000209472,British Library HMNTS 11651.k.23.
508,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000211440,British Library HMNTS 10170.k.4.
509,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000211441,British Library HMNTS 10169.d.4.
510,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000211442,British Library HMNTS 010171.h.15.
511,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000211443,British Library HMNTS 010171.g.7.
512,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000211444,British Library HMNTS 010171.h.31.
513,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000212232,British Library HMNTS 10077.d.19.|British Library HMNTS 4430.ee.8.
514,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000212663,British Library HMNTS 10370.f.11.
515,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000213402,British Library HMNTS 10292.dd.1.
516,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000214807,British Library HMNTS 9026.h.13.
518,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000214961,British Library HMNTS 10024.i.1/9.
519,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000216131,British Library HMNTS 10409.e.3.
520,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000216443,British Library HMNTS 1425.k.9.
521,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000216451,British Library HMNTS 9602.e.10.
522,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000216452,British Library HMNTS 10076.bb.18.
523,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000217767,British Library HMNTS 9602.cc.1.
525,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000218321,British Library HMNTS 010096.e.35.
526,Graduate,No,3775,0.0,110.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000218780,British Library HMNTS 010095.g.20.
527,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000220315,British Library HMNTS 9009.m.9.(3.)
528,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000221681,British Library HMNTS 9384.d.2.
529,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000222069,British Library HMNTS 9225.aaa.15.
531,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000225326,British Library HMNTS 992.b.37.(1.)
532,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000226526,British Library HMNTS 10491.dd.10.
534,Not Graduate,Yes,18165,0.0,125.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000227094,British Library HMNTS 12641.e.3.
536,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000227617,British Library HMNTS 10056.bbb.41.
537,Graduate,No,3617,0.0,107.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000228197,British Library HMNTS 9425.f.3.
538,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000228393,British Library HMNTS 9231.k.1.
539,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000228519,British Library HMNTS 11779.g.13.
540,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000229856,British Library HMNTS 10173.eee.9.
541,Graduate,No,2138,0.0,99.0,360.0,0.0,Semiurban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000231015,British Library HMNTS 9009.d.19.
543,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000231784,British Library HMNTS 10171.ff.17.
545,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000234050,British Library HMNTS 10347.ee.22.(7.)
546,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000234507,British Library HMNTS 9555.e.15.
547,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000234520,British Library HMNTS 1312.d.4.(2.)
548,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000234941,British Library HMNTS 012639.i.13.
549,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000235528,British Library HMNTS 10408.f.10.
552,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000236665,British Library HMNTS 9077.g.21.
553,Not Graduate,No,2454,2333.0,181.0,360.0,0.0,Urban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000237147,British Library HMNTS 010136.df.57.
554,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000237486,British Library HMNTS 12635.bb.4.
555,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000239236,British Library HMNTS 10412.dd.6.
557,Graduate,Yes,10139,0.0,260.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000239901,British Library HMNTS 11649.f.18.(1.)
558,Graduate,No,3887,2669.0,162.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000240049,British Library HMNTS 10348.i.3.
559,Graduate,No,4180,2306.0,182.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000240058,British Library HMNTS 10196.p.4.|British Library HMNTS 563.c.28.; 563.c.29.
560,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000240652,British Library HMNTS 12625.e.7.
561,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000240671,British Library HMNTS 10126.d.32.
562,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000240834,British Library HMNTS 9509.g.9.
563,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000241078,British Library HMNTS 992.i.2.(2.)
564,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000241254,British Library HMNTS 1077.i.18.|British Library HMNTS C.117.b.14.
566,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000241337,British Library HMNTS 644.i.63.|British Library HMNTS 83.b.11.(7.)
567,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000241377,British Library HMNTS 643.e.8.(3.)
568,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000241411,British Library HMNTS 644.i.17.|British Library HMNTS 81.c.10.(3.)
569,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000241463,British Library HMNTS 11779.h.12.
570,Graduate,No,3417,1750.0,186.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000241650,British Library HMNTS 642.l.6.
572,Graduate,No,16666,0.0,275.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000242220,British Library HMNTS 644.k.21.(17.)
573,Not Graduate,No,6125,1625.0,187.0,480.0,1.0,Semiurban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000242306,British Library HMNTS 12640.aa.4.
574,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000242492,British Library HMNTS 10027.bb.23.
575,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000243314,British Library HMNTS 6055.cc.16.
577,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000244066,British Library HMNTS 10106.i.32.
578,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000244562,British Library HMNTS 9425.cc.6.
